what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503666732
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417503672514
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503685815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503685872
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417503711142
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503715807
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503732710
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417503747496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417503804099
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417503816273
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417503821187
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417503825362
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417503829323
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417503838817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417503844927
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1417503848026
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417503854358
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417503854793
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417503854879
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417503861648
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417503881228
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1417503883842
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417503890405
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417503899275
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1417503901015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417503904487
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417503905189
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1417503907193
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417503912734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503928195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503953415
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417503960709
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504021132
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504028841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1417504033197
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417504036156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417504050419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504052119
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504072927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504117436
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504122848
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1417504126215
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417504126599
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504128234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504132639
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504173061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504177691
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1417504180232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1417504182074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417504182939
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504184831
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504198747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504210123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504236981
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504244662
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504263014
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504263850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504265334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417504279520
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417504280206
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417504860649
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417504861056
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417504861272
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417504861537
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417504944503
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417504949107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417505029105
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417505030921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505323439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505323796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505323815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505325093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505325969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505386057
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417505577314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505592668
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505691443
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417505693118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505703088
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505707365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505711528
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505726279
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505728903
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505808354
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505809859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505847386
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505848402
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505849217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505852902
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505853809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417505858453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417506333000
