what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488597100
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417488597706
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417488600220
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417488601353
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488602281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488614253
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417488618377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488624483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488639124
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488640083
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488657221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488666387
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488689731
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488690748
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488693051
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417488694427
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489223655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417489231800
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489233186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489234814
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417489239925
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417489240893
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489243869
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489341414
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489342991
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489353616
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489354549
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489358041
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489358531
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489389215
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417489391593
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417489396037
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417489396989
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489397781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489466073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489467010
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489473930
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489474583
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489499839
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417489500888
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417489531453
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417489536801
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417489538318
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489539990
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489806220
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417489806988
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489896385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417489950402
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417490010853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490020248
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417490035471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417490035798
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417490036125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417490048067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490050254
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1417490052314
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1417490052520
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1417490060962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490083398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490146056
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490150204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490162820
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490162975
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490165644
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490165775
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417490167726
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490168995
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417490213690
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490218805
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417490225508
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1417490227744
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1417490227766
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1417490227778
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1417490227834
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1417490227835
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1417490228126
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417490228202
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490228212
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417490245032
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417490257341
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417490285817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1417490287339
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417490304792
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490320404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490325107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417490328523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417490357556
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417490363112
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417490366677
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417490380767
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417490398708
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1417490402008
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417490406632
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490408588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490417489
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1417490417507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490419087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490446040
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417490446923
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417490795137
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1417492235469
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1417492235470
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1417492235470
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1417492235471
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1417492235471
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1417492235472
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1417492235472
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1417492235473
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1417492235473
