what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1417492692599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492695131
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492697097
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1417492697103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492703454
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492703595
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417492703662
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492706884
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492707041
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492720085
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492720248
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417492722426
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492753044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492754056
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492754634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492764870
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492767474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492790760
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492792248
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492804105
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417492811946
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492812933
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492819555
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417492822143
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492823864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492830612
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417492835015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492839319
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492839462
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492851669
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492851698
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492854956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492856014
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417492859838
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492860392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492864340
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417492870575
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417492872568
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492873687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417492874266
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417492886308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417492889662
